author_id,author_name
53f4683fdabfaee02ad9c2f2,FranÃ§ois Erasmy
53f57280dabfae79eaf8045b,Emil Sekerinski
53f431fddabfaedce5500044,Julian V. Noble
53f4900adabfaeafb077b3c5,Martin Fowler
53f46c31dabfaee43ed0dbcb,Eric Bruneton
53f42bf2dabfaec22ba01968,Naty Hoffman
53f4472ddabfaeee229fa86e,Jamie Breuer
56017be845cedb3395e61a9f,Huber C
56017be845cedb3395e61aa2,Brenner W
56017be845cedb3395e61aa5,Hohenfellner R
56017be845cedb3395e61aa8,Winterpacht A
56017be845cedb3395e61aab,Zabel B
56017be845cedb3395e61aae,Decker H J
56017be845cedb3395e61ab1,StÃ¶rkel S
56017be945cedb3395e61ab4,Brauch H
53f3a6dfdabfae4b34adec1e,Woosuk Choi
53f43008dabfaee1c0a555fc,Romy Achituv (advisor)
54484079dabfae87b7df50c6,Peter Sinclair
56017be945cedb3395e61ac0,Peter Pagel
53f44ca7dabfaec09f1e1a48,Erin Dian Dumbacher
56017be245cedb3395e61a0c,Nebojsa Bozanic
56017be245cedb3395e61a0f,Mario Mulansky
56017be245cedb3395e61a12,Thomas Kreuz
53f432c1dabfaee0d9b40a50,G. GrÃ¼tzmacher
5430126adabfaeca69bc3770,B. Bank
54095e55dabfae450f47bfff,H. Weinert
53f44bd5dabfaee02ad2f054,R. Reinharadt
56017c2345cedb3395e620ff,L. Bittner
53f430bedabfaee0d9b2794f,H.-J RoÃŸberg
56017c2345cedb3395e62102,J. Grimm
5448e633dabfae87b7e8f907,H. Toutenburg
53f45c1bdabfaee43ecd1069,W. DÃ¼ck
53f43296dabfaeb22f44a4b5,Eric Gregoire
53f43484dabfaee0d9b53ab8,Jean-Marie Lagniez
53f47d04dabfaee02addbfd9,Bertrand Mazure
53f46545dabfaeee22a4f6b7,"CORPORATE Time-Life Books, Inc. Staff"
53f43ecbdabfaee02ad04f08,Kimmo SeppÃ¤nen
53f4c90bdabfaee57e77df35,Petra Schierke
53f451a9dabfaee2a1d6179d,CharloGe Cabanel
5484cfd2dabfae8a11fb2386,Findlay E. Russell
53f432dbdabfaee4dc75e843,Jeb Lawson
53f45069dabfaedf435f3eb5,Dharma Thiruvaiyaru
53f3837fdabfae4b34a04387,Ishwar V. Basawa
53f44f9bdabfaee43eca2107,John Rheinfrank
53f42f48dabfaedd74d4ef95,Bill Hefley
56017bec45cedb3395e61af9,"Van Valkenburg, M."
5432e0aadabfaeb4c6a9a864,Peter Fettke
53f431e6dabfaedd74d70464,Peter Loos
53f4625ddabfaee43ece690f,Henk Doornbos
53f43777dabfaedf435893fd,Roland Backhouse
53f436addabfaedce55317ea,Preston Briggs
53f438fadabfaee43ec48cd9,Madge Gleeson
53f475f8dabfaedd74ea762b,Igor Stromajer
53f43837dabfaee0d9b75b55,Matt Rhodes
53f44780dabfaec09f1cd6dc,Kaj MetsÃ¤rinne
53f42d1adabfaedf43512aa2,Outi Saijonmaa
53f44093dabfaeb1a7c1baca,Hannele Yki-JÃ¤rvinen
53f438a3dabfaec22ba964e4,Frej Fyhrquist
53f47796dabfaee43ed39d10,David A. Plaisted
56017be445cedb3395e61a42,Andrew Glassner
53f445f7dabfaee4dc7cf5fa,Turner Whitted
53f438e1dabfaec09f194e70,Richard Banach
5408c4b6dabfae8faa6592fb,M. Poppleton
53f471eadabfaee43ed237a5,JÃ¶rgen P. Foith
56017be445cedb3395e61a4b,ACM Transactions on Autonomous and Adaptive Systems staff
53f44e7cdabfaee02ad39b2d,Marek Kudlacz
53f473f2dabfaee02adca505,Robert (Yu-Sheng) Tan
53f432fadabfaeb22f44e6d2,Jon Prindiville
53f4347edabfaedd74d8e7be,Marc Peters
56017bf645cedb3395e61c46,Wang Shi-Yi
56017bf645cedb3395e61c49,Soulos Pamela R
56017bf645cedb3395e61c4c,Frick Kevin D
56017bf745cedb3395e61c4f,Long Jessica B
56017bf745cedb3395e61c55,Yu James B
56017bf745cedb3395e61c58,Evans Suzanne B
5633f88145cedb339ad50f5d,Chagpar Anees B
563013cb45ceb49c5d96b7e3,Ahonen Timo
56017bf745cedb3395e61c67,Hakonen Harto
56017bf745cedb3395e61c6a,KankaanpÃ¤Ã¤ Anna
5633381e45cedb339a85d796,Tammelin Tuija H
53f430ccdabfaee0d9b28448,Stan Bowman
53f4c9a7dabfaeb22f57f841,Zarazuela Zolkipli
53f470cbdabfaedf4366e288,Dawn Saunders
53f39cdddabfae4b34a9f964,W.K. Chong
53f37ec3dabfae4b349ef56e,Hubert T. S. Britton
53f45360dabfaee02ad4d54f,A. F. Kitching
54090974dabfae8faa667d5e,William Clayton
53f7dd8edabfae90ec1263b1,John Webster
53f42d67dabfaedd74d36dc7,Luke Randall
53f470d4dabfaee02adbdb0f,Roxanne Rafter
53f46bbedabfaedd74e7f46f,G. Truman Hunter
53f45324dabfaedf435ff01a,Diana PÃ©rez-marÃ­n
53f382f3dabfae4b34a00e52,Ismael Pascual-nieto
5447ecfddabfae87b7dafa8b,Pilar RodrÃ­guez
53f428fbdabfaec09f0df9b4,Marsden Wagner
53f556cedabfae963d25c99e,TomÃ¡s Lozano-PÃ©rez
53f43380dabfaee02acaca97,L.B Brent
56017bea45cedb3395e61ade,Hermann Berger
53f46622dabfaec09f23ea00,F. B. J. Kuiper
544865a3dabfae87b7e19447,Paul M. B. VitÃ¡nyi
53f44ed5dabfaec09f1e98a6,Dominic Thyagarajan
53f45b43dabfaee43ecce39a,William S Baek
53f35543dabfae4b34959e94,Asad Bashey
53f39789dabfae4b34a7c2c6,B. Kollmeier
53f43057dabfaee02ac8618f,Ynez D. Haase
53f38245dabfae4b349fcd52,Jiirgen Zimmermann
53f79996dabfae92b40cbdf1,Alejandro P. Buchmann
53f46008dabfaec09f227402,Christina Garranchan
53f46672dabfaedd74e69f84,Larisa Adamian
53f661ecdabfae6a71b634af,Tatsuya Akutsu
53f435b5dabfaeb22f46c04e,Doi Atsushi
53f479bbdabfae8a6845bca6,Vineet Bafna
540834abdabfae92b422f8b1,Purushotham Bangalore
53f56523dabfae6115f80523,Serafim Batzoglou
53f45a7ddabfaee43eccbb1d,Sebastian Boecker
53f35316dabfae4b34951187,Chris Bystroff
53f47edfdabfae9126cc4f1d,Jake Chen
53f43706dabfaee4dc788379,Shihyen Chen
542a1ec4dabfaea15857df7e,Zhong Chen
53f43194dabfaee43ebfb36c,Amar Das
53f46c23dabfaee4dc8650ae,Tobias Dezulian
53f439a5dabfaedd74dbeb56,David A. Dixon
53f42b57dabfaec22b9f7016,Kelsey Forsythe
53f43302dabfaec09f15aa50,Ana Teresa Freitas
544810f9dabfae87b7dd063c,Terry Gaasterland
53f4676adabfaeb22f541a73,Irene Gabashvili
53f44aaadabfaee0d9bc51ae,Robert Geigerich
53f4682ddabfaee02ad9be51,Samuel S Gross
53f42c97dabfaeb1a7b7f5e7,Juntao Guo
54068ca4dabfae44f083f71f,Eran Halperin
56017c0245cedb3395e61e0b,Wolfgang Hess
53f433c3dabfaee2a1ccc3e4,Ivo Hofacker
53f39e6bdabfae4b34aa9e9c,Daniel Huson
53f456dadabfaedd74e2fc14,Wen-Lian Hsu
54480413dabfae87b7dc3f9b,Seiya Imoto
54298c68dabfaec88b4ce733,Tao Jiang
53f3687bdabfae4b349a2b3b,Uri Keich
53f43538dabfaee43ec25c79,Gad Kimmel
53f429b6dabfaec09f0e2c11,Bonnie Kirkpatrick
540839c5dabfae92b4232565,S Y Kung
53f45444dabfaee2a1d6bce9,Vincent Lacroix
53f43ca9dabfaefedbafd57a,Dong Yup Lee
54410c6edabfae7d84bd99a2,Xin Lei
54457a10dabfae862da20029,Cheng Li
540843a4dabfae8faa639e21,Guojun Li
54455627dabfae862da16bff,Xiang Li
542a4c8adabfae61d4966813,Jie Liang
53f5590adabfae3940f8045c,Huiqing Liu
53f81d2edabfae9467dd2124,Jingyuan Liu
5487e71edabfae8a11fb3e5c,Nianjun Liu
53f46946dabfaee2a1dbab71,Ann Loraine
53fa0af4dabfae8faa5a107c,Man-Wai Mak
53f46c1cdabfaee2a1dc5bc7,Fenglou Mao
53f44629dabfaeb2ac098f1b,Peter Markstein
53f43adddabfaefedbaf3b17,Alice C McHardy
53f49bbddabfaeb22f573104,Satoru Miyano
5405e798dabfae450f3dfadd,Sean Mooney
53f456a2dabfaee0d9bf5152,Jose Carlos Nacher
53f43afbdabfaee1c0ac9fa0,Rei-ichiro Nakamichi
53f44ec0dabfaeee22a179ab,Brian Naughton
53f43a6edabfaee02acf1376,Kay Nieselt
53f7e9ecdabfae9467dbf518,Ruth Nussinov
53f47a49dabfaee0d9c71264,Victor Olman
5448264fdabfae87b7de299a,Daniel Platt
53f7cfdcdabfae90ec11fd0e,Mihai Pop
53f464a5dabfaeb22f535fbc,Vibin Ramakrishnan
53f45426dabfaeb22f4f8135,Isidore Rigoutsos
548a509cdabfaed7b5fa4104,Marie-France Sagot
53f389c4dabfae4b34a2929b,Nigam Shah
53f38e72dabfae4b34a454de,Baozhen Shan
543408a5dabfaebba583862c,Daniel Shriner
53f479dfdabfaee4dc89987e,Mona Singh
53f31e29dabfae9a84446321,Sagi Snir
53f484b1dabfaec09f2a7749,Victor Solovyev
53f42edddabfaee1c0a46973,Andreas Sundquist
53f4352ddabfaedd74d96410,Ting-Yi Sung
53f85839dabfae9467df1d50,Chao Tang
5433123bdabfaeb542175a81,Eric Tannier
53f42daadabfaedd74d3a75e,Olga Troyanskaya
53f43230dabfaeb22f4454b3,Aristotelis Tsirigos
53f329fadabfae9a844878bc,Adelinde Uhrmacher
53f38704dabfae4b34a191ef,Raj Vadigepalli
5406eddbdabfae450f3f750a,Gabriel Valiente
53f4bd24dabfaeda9c77b576,Limsoon Wong
5406e3c2dabfae450f3f2d87,Hongwei Wu
540830e3dabfae92b422d5dc,Lei Xin
53f786dbdabfae92b40c2fae,Rui Yamaguchi
53f791dddabfae938c6c12c2,Hiroshi Yoshida
5405ce43dabfae8faa602a0b,Ryo Yoshida
53f42d65dabfaedd74d36c19,Noah Zaitlen
53f444bbdabfaeecd69a6272,Stanislav O. Zakharkin
53f36615dabfae4b3499a6b8,Roy G Farquharson
53f44cebdabfaee4dc7ebabd,Siobhan M Quenby
53f434c6dabfaee4dc773f83,Michael Greaves
53f4762ddabfaedf43683fc2,Bansi Dhar Malhotra
53f45a84dabfaec09f214e91,K.S. Krishnan Marg
53f484eedabfaec09f2a7d6b,Tzu-Hao Chang
53f4756ddabfaee43ed318d6,Li-Ching Wu
54334f85dabfaeb54218525e,Cheng-Wei Chang
53f45d3ddabfaeb22f51a392,Baw-Jhiune Liu
5406a3c3dabfae44f084ad43,Hsien-Da Huang
53f5597cdabfae3a1df8045b,Jorng-Tzong Horng
53f43720dabfaee02acd05ac,Dirk Herrling
53f451c2dabfaee4dc7ff621,Mirco Schindler
53f45b2edabfaefedbb61482,Paul Beckett
53f433a5dabfaec22ba65de2,Heiko Rudolph
56017c0f45cedb3395e61f4e,Wolfram Schultz
53f42e9adabfaedce54d5405,Andres Jaramillo-Botero
53f430fddabfaee43ebf3a5f,Antonio Matta-Gomez
53f4591edabfaec09f2106e5,Juan Correa-caicedo
53f441d4dabfaeee229e9a07,Wilber Perea-Castro
53f373c0dabfae4b349ca852,Sebastian Goeser
53f43368dabfaedce551061e,Alison Farrow
53f42cc8dabfaedd74d2dffa,Mike Christianson
53f46347dabfaee02ad87d3f,Hans-Uwe Lammel
53f45079dabfaee1c0b1570f,Renate Tobies
53f46d81dabfaee4dc86a7b0,Nicolaas A. Rupke
53f452abdabfaee43ecae7c1,Ilse Jahn
53f4536bdabfaeb22f4f52f5,C. A. Cox
53f45aa2dabfaee2a1d8405d,Thorsten Krebs
53f44750dabfaeb22f4c3781,Katharina Wolter
53f4a5f7dabfaedce5634a29,U. Derigs
53f42df9dabfaedd74d3e5ba,Michael Heath
56017c1045cedb3395e61f66,Cong Wang
56017c1045cedb3395e61f69,Pascal Hitzler
53f43ae0dabfaee4dc7ada43,Thomas Gottron
56017c1045cedb3395e61f7b,Steffen Staab
54056ec4dabfae92b41d2e90,Helena Handschuh
53fa15c7dabfae44f07fa376,Caroline Fontaine
56017c1145cedb3395e61f81,Joan Daemen
53f3ae83dabfae4b34b0ccf6,H.W. Spangler
53f44f5cdabfaeecd69d015d,Geo F. Stradling
53f43250dabfaedce55042af,Padmaraj M. V. Nair
5406c9b5dabfae92b42224d4,Nathan Salmon
5405dc32dabfae91d3016107,CEDRIC A. B. SMITH
5405ba25dabfae91d3006c70,T. LEWIS
560c551245cedb3397519c07,Wolfgang K. Giloi
53f42f20dabfaee43ebdba60,Thomas Gil
56017c1845cedb3395e6203e,Marcia McNutt
53f4612edabfaee2a1d9a3d3,Abraham Baokstein
53f4341fdabfaeb2ac03cff2,Hermann Winner
54326961dabfaeb542152f30,F.J. Himpsel
53f433a1dabfaedd74d847a1,Robert L. Hale
5430205adabfaeca69bcaffc,Elbert C. Weaver
53f45285dabfaee2a1d64ea1,Timothy C. Hawkins
53f469a6dabfaefedbb9561f,G. Frank Thompson
53f79382dabfae9060ace13b,Joachim Hertzberg
53f4d391dabfaeedd2781421,Hans W. Guesgen
53f436f2dabfaedce553435e,Mrunal Bewoor
53f3a40cdabfae4b34acd238,Shrey Tayal
53f4382edabfaee0d9b7560e,Anvay Vivek Borwankar
5434ed5fdabfaebba587fa88,Mohit Jain
540551b9dabfae91d3fd3e99,Minghui Jiang
53f45762dabfaee0d9bf7f30,Pedro J. Tejada
5405da1edabfae91d3014c69,Haitao Wang
53f322dddabfae9a84460560,Heiko Haller
53f4550cdabfaee2a1d6ee16,Roland RÃ¼diger
53f79944dabfae938c6c510e,David L. Neuhoff
53f43ad1dabfaee43ec5aaee,Stefan Langerman
53f362e0dabfae4b3498e0ae,Salvador Coll
53f449f6dabfaee1c0afb883,Henry Kanoui
53f45410dabfaefedbb4819f,Robert Pasero
53f43284dabfaee4dc75b03d,Michel van Caneghem
53f7f7eedabfae9060afeeab,Hartmut Kaiser
53f436eedabfaee43ec34ddb,Maciej Brodowicz
53f396dedabfae4b34a77e90,Clyde W. Holsapple
541063a1dabfae44f08a3eac,Julian Ross
53f46524dabfaeb22f53815a,Jimmie Lawson
53f56e21dabfae7357f8045b,Alex Groce
54055ef0dabfae8faa5c8a54,W.R. Hunter
53f42bf8dabfaedce54af809,Peter Coad
53f47c5fdabfaee43ed49514,Mark Mayfield
53f42b02dabfaeb2acfc392e,John P. T. Moore
53f4cc0fdabfaeebddf807a0,Joseph Corneli
53f468e3dabfaee43ed00a06,Charles Jeffrey Danoff
56017c9e45cedb3395e62bdc,Jon A. Turner
56017c9e45cedb3395e62bdf,Claudio Ciborra
53f436eedabfaee02acceca7,Reind P. van de Riet
53f43097dabfaeb1a7bb3f02,Raban Serban
5432996fdabfaeb4c6a91bdb,Sylvia L. Osborn
53f42ee9dabfaee43ebd84ac,Vijayalakshmi Atluri
5405a851dabfae91d3ffe1aa,Joachim Biskup
540598abdabfae91d3ff67cb,Fausto Rabitti
53f46580dabfaeecd6a098ba,Manfred Sommer
5432750cdabfaeb4c6a85ef5,W. Hoyer
53f42d6adabfaec22ba1849e,Hartmut Raffler
53f43abedabfaeb22f49ad96,Manfred P. Stadel
53f4577bdabfaee2a1d7846c,R. P. Wehrum
53f42ccbdabfaec09f10c1d5,Ruo Zhang
53f7f062dabfae92b40f5df4,Mubarak Shah
53f46270dabfaedf436363cc,Meher Gourjian
53f42c1bdabfaedf435031a3,Edward Nawarecki
56017c7945cedb3395e62876,Robert Schaefer
56017c7945cedb3395e6287c,Jerzy Stefanowski
56017c7945cedb3395e6287f,Zbigniew Suraj
53f43117dabfaedd74d661ad,Walter Kintsch
53f4618edabfaefedbb762c9,C. Brezinski
53f42e3edabfaec22ba23244,Arnauld Lamorette
56017c7945cedb3395e62882,David Elliott
53f44969dabfaee0d9bbfa6a,Dereck C. Oppen
56017c7945cedb3395e6288b,IEEE Software Staff
53f43a9adabfaeb22f49950d,G. Cuevas
53f43494dabfaee0d9b545cb,Susan H. Nycum
548d2bfcdabfae8a11fb4f21,Katsuhiro Ota
56017ca645cedb3395e62c79,"Smari, W.W."
56017ca745cedb3395e62c7c,"McQuay, W.K."
53f42f50dabfaedf4352f590,L. Stankevitch
53f4405bdabfaee2a1d231c4,S. Akhapkin
53f39bd4dabfae4b34a98912,Joachim Baehr
53f43463dabfaee02acb6e09,Volker Penner
53f42c8edabfaeb1a7b7ec9e,H. J. M. Peters
53f43bd2dabfaefedbafbb5b,Grigori E. Evreinov
53f453b2dabfaec22bafbab0,A. V. Agranovski
53f43488dabfaeee229993ce,A. Yashkin
53f462ebdabfaefedbb7b454,Tatiana Evreinova
53f42d1bdabfaee0d9af8dad,Nicolas Mercouroff
5486e39bdabfae9b401340cd,Heinz ZÃ¼llighoven
53f47486dabfaeb1a7cc345d,Peter Winkler
53f47486dabfaeee22a88527,Peter Winkler
53f43190dabfaeb2ac01ec1d,Dwight Horne
53f49285dabfaeb22f571f0a,Pierangela Samarati
53f46127dabfaee2a1d9a283,Anton Stiglic
54872509dabfae9b40134282,Zhengyou Zhang
53f436aadabfaedd74da2e9e,Gerald Brose
54059d89dabfae91d3ff8b3f,Peter Landrock
53f43381dabfaedce5511a5c,Danny De Cock
53f825b8dabfae7f97a4bbf9,Darrel Hankerson
5448586bdabfae87b7e0eb26,Alfred Menezes
53f43719dabfaedce5535652,David Naccache
53f4b4bddabfaedce56492d7,Berry Schoenmakers
5405d03adabfae8faa60391f,Butler W. Lampson
542cf493dabfae4bbcf8de98,Chong-En Bai
53f46a75dabfaee02ada5213,Chi-Wa Yuen
56017c7b45cedb3395e628bd,Mulas F
53f46037dabfaefedbb71967,Dave Thomas
53f48b19dabfaeb22f571334,Lie LU
53f4384cdabfaeb22f4830d6,Hong-Jiang ZHANG
544808e6dabfae87b7dc7d30,Peter BÃ¤uerle
53f434c7dabfaeb1a7be535a,William A. Martin
54409dacdabfae7d84b8f5f6,Yu-Chi Ho
53f42c3cdabfaeb22f3f6d50,David L. Pepyne
5440cdf3dabfae7f9b353c58,Hong Liu
54089238dabfae8faa64dde4,Qin Yu
53f42e27dabfaee2a1c867bb,Brent Dukes
54485847dabfae87b7e0e75d,W. Yang
53f46037dabfaefedbb71962,Dave Thomas
53f447bcdabfaee0d9bb8afe,Dylan Sisson
5405b5a5dabfae8faa5f66d5,Christopher Lane
53f44ad6dabfaeecd69beac1,John S. Sobolewski
53f44813dabfaec22bacf09f,Anne Nigten
54104300dabfae44f0890746,Simon Jones
53f47d71dabfaee4dc8a5d5a,Philip Sanders
53f3addddabfae4b34b08cd3,Guy Almes
54485544dabfae87b7e0d7cd,Martin Swany
5405cc93dabfae8faa60195c,Aaron Brown
5408fc00dabfae450f455976,Robert Taylor
53f464dadabfaee4dc847bde,F. E. Fich
53f43668dabfaee0d9b65036,J. I. Munro
53f439b3dabfaedce554da6f,P. V. Poblete
53f47bc0dabfaee43ed46e5e,Christopher Power
53f431f7dabfaee2a1cb73c2,Alice Miller
53f46497dabfaefedbb81d1c,Lu Canhai
53f4354edabfaedf43576560,Yasuhiro Kobari
53f4470adabfaec09f1cbafd,Frederic Mayer
53f43385dabfaeecd6942641,Dennis Cabella
53f47a2fdabfaedce5618311,Marcello Ercole
53f44fa6dabfaedd74e13443,Fabio Prati
53f43af7dabfaee1c0ac9d64,Juan Andres Castaneda
53f45024dabfaeb22f4e7fb6,Francisco Marinho
53f46f92dabfaeee22a75e0d,Justin Bayer
53f4ad79dabfaeb22f575e0a,Yi Sun
53f44ca8dabfaec22bae1264,Martin Felder
53f459fadabfaee0d9c01b2e,Frank Sehnke
53f438fcdabfaeb2ac06be68,Thomas RÃ¼ckstieÃŸ
53f48665dabfaeb1a7cd1883,JÃ¼rgen Schmidhuber
53f4509ddabfaedd74e17122,Jason Ansel
541010a2dabfae450f4cbd52,Cy Chan
53f42d01dabfaec09f10f28e,Amitava Das
56017c8545cedb3395e62938,Qiong Liu
54852318dabfae9b401333ee,Chunyuan Liao
53f42c90dabfaee1c0a274c5,Bart Jacobs
53f7ac70dabfae90ec11335a,John Rushby
53f42e4bdabfaedce54d1488,Christophe Raffalli
53f484e7dabfaec09f2a7ccb,Paul RoziÃ¨re
53f46ab6dabfaee2a1dc04a7,Emi Tamaki
53f43c4ddabfaeee229df64b,Jun Rekimoto
53f438a8dabfaee1c0ab2ac5,Jean-Louis Loday
53f466b1dabfaee4dc84f528,MarÃ­A Ronco
53f7dbfddabfae8faa4bd73b,Semi Kim
53f45aa6dabfaee1c0b3d8c4,Junghwan Sung
54316046dabfae8f2914828e,Jaeyoung Kim
53f430d3dabfaeb1a7bb6d9f,Hyohoun No
53f45455dabfaee1c0b256b0,Minjoo Lee
53f4af7adabfaedce5641bd8,Salil P. Vadhan
53f432fcdabfaec22ba5e8d0,James Egan
53f47131dabfaec09f26972c,Ben Bengler
53f43b5edabfaedce55600b3,Nick Bryan-Kinns
54483567dabfae87b7de7abb,Ralph-hardo Schulz
56017c8845cedb3395e62956,IEEE Internet Computing staff
53f42e0adabfaeb1a7b93b39,Geoffrey L. Price
53f44742dabfaee1c0aefe15,Kerry M. Dooley
53f4d1b0dabfaef0f0f8057b,Anthony A. Apodaca
56017c8945cedb3395e62971,Steven Bird
5448e0cedabfae87b7e8adc4,Giorgi Japaridze
53f792a4dabfae8faa49aba5,Derek Bolton
53f437b8dabfaee4dc78edd6,R. Stockton Gaines
53f492a8dabfaeb15877b4de,Chongyin Li
53f4361ddabfaec09f17ad55,L. Richter
53f46349dabfaedce55dcf7f,Iiro Harjunkoski
53f48151dabfaedd74eacd12,E.A. PerpÃ¨te
53f4d226dabfaeedd277ff59,M. Laso
56017c8a45cedb3395e6298c,Abdul Paliwala
53f39648dabfae4b34a74347,Nitindra R. Joglekar
53f42e1edabfaee4dc72320b,Ali A. Yassine
53f4547ddabfaeee22a2d1a1,Steven D. Eppinger
54853539dabfae8a11fb26c9,Daniel E. Whitney
56017c8b45cedb3395e6299a,Patricia H. Thornton
56017c8b45cedb3395e6299d,Claudia Bird Schoonhoven
53f44a03dabfaee02ad279cd,Shahriar Pourazin
53f434e3dabfaee1c0a9011d,FLINT FUNGICIDE
53f44a72dabfaeee22a078d2,Thierry Baccino
53f4489adabfaec09f1d1fb0,Gerald Goodman
53f43381dabfaedf4356241f,Hubert Ã–sterle
53f42e3ddabfaeb2acff56ea,Claus-michael Seiler
54873bbfdabfae9b401343d3,Manfred Grauer
53f44c98dabfaeb22f4d9753,Walter SchÃ¤fer
53f435bedabfaeee229a5cda,CINDY ZADIKOFF
53f43947dabfaee4dc79e309,PRANAV M. PATEL
540fd686dabfae450f4ab38a,MICHAEL BENATAR
53f45bb3dabfaee0d9c07915,JASON IANNUCCILLI
53f46ffedabfaee43ed1c40e,PETER PETROPOULOS
53f4ce5edabfaeed1cf8192c,John T. Stults
53f4745ddabfaee43ed2d58d,David Arnott
53f470dbdabfaedf4366e609,Marcos Antonio Simplicio Jr.
53f39f76dabfae4b34ab087b,Vlad Coroama
53f4cc93dabfaee579782f74,Yeda R. Venturini
53f434bbdabfaeb2ac043a52,Tereza Cristina M. B. Carvalho
53f4357fdabfaeb22f469e1c,Makan Pourzandi
53f38732dabfae4b34a1a18e,Syed M. Rahman
53f47c8fdabfaee4dc8a2ac6,Amitava Karmaker
53f44ec1dabfaee0d9bd52bf,Irene Eusgeld
54351228dabfaebba589a790,Jens Happe
53f429addabfaeb2acfb824f,Philipp Limbourg
53f468d6dabfaeee22a5cbb2,Matthias Rohr
53f46b73dabfaee02ada8e1a,Felix Salfner
53f430c6dabfaee0d9b27eb9,Daniel Fleischer
53f4604fdabfaee4dc835cd4,Christian Pich
53f43b6fdabfaee02acfc856,Raghvendra Mall
53f4331bdabfaee2a1cc4b51,Prakhar Jain
54863ff5dabfaed7b5fa28aa,Vikram Pudi
53f31956dabfae9a8442af32,Bipin Indurkiya
53f44341dabfaec09f1bdb09,Janet Crompton
53f44251dabfaedf435bef00,Adel M. Youssef
560c558345cedb339751ad57,A. Udaya Shankar
53f64247dabfaed4ff0f3cc2,Guozhu Dong
53f49890dabfaeb6ca77bbf1,Mark Mahowald
53f43ca3dabfaee02acffef5,Katrin Borcea-Pfitzmann
548a4941dabfaed7b5fa40c8,Jan Camenisch
53f37122dabfae4b349c15cd,Albrecht BÃ¶ttcher
53f438b3dabfaeecd69748a4,Wolfgang Appelt
53f434b7dabfaeee2299b3c0,E. O. Wiley
54101ac2dabfae450f4d1a90,Klaus Schmid
54484a9cdabfae87b7e007a0,JÃ¶rg Desel
53f43356dabfaee1c0a7e5e1,Wolfgang Reisig
53f4ab6bdabfaecc2577b3d3,Arndt Bode
54092b75dabfae450f4674cc,R. Chandrasekaran
53f4454ddabfaec09f1c5309,Santosh N. Kabadi
548cd7f4dabfae8a11fb4cf1,Carlo Giovannella
5433ed92dabfaebba582f01b,Angela Spinelli
5447efb4dabfae87b7db1eaf,Gerard Salton
56017caf45cedb3395e62d01,Computer Staff
53f435a9dabfaeb1a7bedc57,Werner Brodbeck
56017caf45cedb3395e62d04,G. Horn
53f4576cdabfaee02ad5ce34,Lambert G. L. T. Meertens
53f7c072dabfae938c6d7bc4,Gunnar Olsson
56017caf45cedb3395e62d07,G. Kreisel
53f453d0dabfaec22bafc1c2,Leon Henkin
56017caf45cedb3395e62d0a,Dirk Fox
53f43393dabfaee4dc766872,Holger Funke
53f45fb7dabfaee43ecdd2e6,Tobias Senger
53f470e0dabfaee43ed1f7ce,Randy Kemp
53f42f2adabfaee02ac77826,Tolende G. Mustafin
53f42d83dabfaeb22f409f50,Bruce Leasure
53f815e6dabfae92b410a3d0,John A. Gunnels
54092851dabfae92b425e686,Donald Nute
54083e4cdabfae44f0874317,John Dewey
53f47e4ddabfaeb1a7cd06fb,Zdenek RyjÃ¡cek
54857adadabfaed7b5fa2277,Robert F. Erbacher
53f44ebddabfaee0d9bd51db,Don Stewart
53f45139dabfaeb22f4ec7d8,Spencer Sjanssen
53f45822dabfaeecd69f1a55,Jennifer Daumec
53f31ededabfae9a8444a0bb,Vladimir Gapeyev
53f42e7bdabfaec09f122af0,Benjamin C. Pierce
54097375dabfae8faa692eb6,Alan Schmitt
544099b4dabfae805a6da7ae,Martin Sulzmann
53f43027dabfaeb2ac00cb66,Kenny Zhuo Ming Lu
53f4665edabfaee43ecf662d,Mohd Nordin Abdul Rahman
53f4cf02dabfaeedd377c82a,Mohd Khalid Awang
53f43b4bdabfaeecd698ecd3,Ahmad Nazari Mohd Rose
53f43848dabfaedd74db2215,Abd. Aziz bin K. Abdul Hamid
53f369fddabfae4b349a849b,Cher Hill
53f43966dabfaee02ace7086,Ward Cunningham
53f466dedabfaee2a1db094e,Adam Williams
53f43a9ddabfaee0d9b8ca30,Brian Marick
53f426c9dabfaec09f0d5587,Robert Mee
53f6391bdabfaee19d1b3a95,Bard Ermentrout
56017d1a45cedb3395e635bf,M Bookalil
56017d1a45cedb3395e635c2,R Barker
53f4775edabfaee4dc891b69,Kenji Sugawara
54096ca7dabfae450f483585,Claude Moulin
5448b55bdabfae87b7e68206,Jean-Paul A. BarthÃ¨s
53f46e66dabfaee02adb48fd,Shengqi Ye
53f362d7dabfae4b3498de6a,Yingjia He
54488a23dabfae87b7e3f16a,Jianming Hu
561cba1b45ce11c523ca3441,Zuo Zhang
53f43a51dabfaec22baa659b,Dennis Edwards
53f3b3ffdabfae4b34b2dae9,Sharon Simmons
53f4333fdabfaeb22f451979,Norman Wilde
53f42e69dabfaedf435240c7,Nobuto Ochiai
53f458c3dabfaeb1a7c7412a,David Everett
53f431f4dabfaee2a1cb7142,G.-H. Bagherzadeh Rafsanjani
53f46554dabfaee4dc849b7b,Marion Verrondel
53f46348dabfaee02ad87df6,IBM Deutschland Entwicklung
