review_id,paper_id,decision,review_text,author_id
M951ppf254djl,53e997a2b7602d9701f726c9,accepted,I recommend reading it,5448c166dabfae87b7e740fb
A076ewi452sso,53e997a2b7602d9701f729d2,accepted,It is well worth reading,56017dc545cedb3395e64163
C649pxn569fuh,53e997a2b7602d9701f73648,accepted,It is well worth reading,53f43716dabfaeb22f4779ad
I530rng764etv,53e997a2b7602d9701f73f0b,accepted,I recommend reading it,543029eddabfaeca69bd05af
Z662nwk894ynb,53e997a2b7602d9701f73f36,accepted,A brilliantly researched piece of work,53f32b3adabfae9a8448e689
A140bul381aud,53e997a6b7602d9701f78afe,accepted,Perfection,53f430e5dabfaeb1a7bb7bea
D724ita093hij,53e997a6b7602d9701f78b24,accepted,I was blown away by this paper,53f42949dabfaeb2acfb6684
J604lky897hby,53e997a6b7602d9701f791ce,rejected,"The topic is dealt with superficially, I was expecting something more",53f4734adabfaec09f271abe
Z740udn682wte,53e997a6b7602d9701f79669,accepted,I was blown away by this paper,53f474acdabfaeb2ac12cd29
F721vfu788kja,53e997a6b7602d9701f79666,rejected,It was a waste of time,562c9b2f45cedb3398c74749
X987eiq456mkj,53e997a6b7602d9701f79aeb,accepted,Perfection,53f453aedabfaeb22f4f637d
U367oze568app,53e997a6b7602d9701f799c2,accepted,A brilliantly researched piece of work,53f7eafcdabfae90ec12d28f
M030hop679oct,53e997a6b7602d9701f7bc2b,accepted,I recommend reading it,53f49891dabfaeb6d077ba4c
M948tce304tig,53e997a6b7602d9701f7b65e,accepted,I was blown away by this paper,53f45b1adabfaee0d9c0594b
M698alo483ovx,53e997a6b7602d9701f7cfd4,accepted,A brilliantly researched piece of work,560178f945cedb3395e5dfc8
H381old493kkm,53e99784b7602d9701f3f703,accepted,Perfection,544859d2dabfae87b7e108c9
H447nwi203hut,53e99785b7602d9701f414a5,accepted,It is well worth reading,53f39e2bdabfae4b34aa8430
S008rdd947lvh,53e99785b7602d9701f418d2,rejected,"The topic is dealt with superficially, I was expecting something more",5440ac75dabfae7d84ba0c3f
B032ldd911mjh,53e99785b7602d9701f427b6,accepted,I was blown away by this paper,53f42e3adabfaee0d9b07db6
R662ium009kso,53e99785b7602d9701f428a3,accepted,A brilliantly researched piece of work,53f473dedabfaec09f274474
B479dbd619jpx,53e9978ab7602d9701f4579e,accepted,A brilliantly researched piece of work,5447f8dedabfae87b7db83d3
A469uqk096iog,53e9978ab7602d9701f457c6,rejected,It was a waste of time,53f452fbdabfaeee22a27776
V431jkc346rmc,53e9978ab7602d9701f47da5,accepted,It is well worth reading,53f44accdabfaee02ad2ad6b
O367ccj716vup,53e9978ab7602d9701f47d49,rejected,It was a waste of time,53f4d48adabfaef346f807c1
M613yip994pav,53e9978ab7602d9701f48a27,accepted,Perfection,53f46394dabfaec09f23459b
L725zhi629nak,53e9978ab7602d9701f49547,rejected,I do not recommend reading it,5406865ddabfae44f083cab2
L282brq256baz,53e9978ab7602d9701f4afd6,rejected,"The topic is dealt with superficially, I was expecting something more",53f4d100dabfaef00ef80b52
P188wcy343dbv,53e9978ab7602d9701f4cb3a,accepted,I was blown away by this paper,53f44f25dabfaee4dc7f459a
P465umc935puw,53e9978db7602d9701f4ccee,accepted,A brilliantly researched piece of work,53f43172dabfaee02ac944df
M364rnx210rvj,53e9978db7602d9701f4cd12,rejected,Awful,542a4c8adabfae61d4966813
J213xdw345bwp,53e9978db7602d9701f509df,accepted,It is well worth reading,53f436b3dabfaee2a1ce902e
C731fqw792yqh,53e99792b7602d9701f54653,accepted,I recommend reading it,544849fbdabfae87b7dff8f3
H325oux726nmq,53e99792b7602d9701f5441d,rejected,"The topic is dealt with superficially, I was expecting something more",53f46692dabfaee2a1daf5a5
O668xse666guk,53e99792b7602d9701f54495,accepted,I recommend reading it,53f4ce69dabfaeed1ef818c4
B845wse429cqe,53e99792b7602d9701f54e54,accepted,Perfection,548d00fcdabfae8a11fb4df6
D679qck150zwb,53e99792b7602d9701f568dc,accepted,Perfection,53f38b6fdabfae4b34a32faf
C918alz222buc,53e99792b7602d9701f5838d,accepted,I was blown away by this paper,54331620dabfaeb5421760d1
I800cep625yyf,53e99792b7602d9701f57e66,rejected,It was a waste of time,53f43a7adabfaee0d9b8b15c
K963tgv869yjq,53e99792b7602d9701f584f7,accepted,It is well worth reading,560175f745cedb3395e5a51e
F356utj231vwn,53e99792b7602d9701f58186,accepted,I recommend reading it,5601867a45cedb3395e675e5
F442cvq767ucp,53e99792b7602d9701f5895a,accepted,It is well worth reading,5406e4acdabfae44f0867e5b
B958kng680ibf,53e99792b7602d9701f58ab7,accepted,It is well worth reading,53f42bb6dabfaedd74d1d508
J306jeg496mml,53e99796b7602d9701f5c2f9,rejected,Awful,53f42cdedabfaedce54bdbd6
D951cmm669ozq,53e99796b7602d9701f5e0df,rejected,It was a waste of time,54409949dabfae7d84b8ab19
A866cpa204mwc,53e99796b7602d9701f5edff,accepted,It is well worth reading,53f475c7dabfaee43ed32f82
T040zoi119lud,53e99796b7602d9701f5f848,accepted,It is well worth reading,53f3a29ddabfae4b34ac3afd
R024atk012dav,53e99796b7602d9701f618d7,accepted,It is well worth reading,53f64247dabfaed4ff0f3cc2
A071nbc098urs,53e99796b7602d9701f6231c,accepted,It is well worth reading,53f462ecdabfaeecd69ff8a7
P761him617xze,53e99796b7602d9701f62078,accepted,I recommend reading it,560187a745cedb3395e6a9fe
S700mcy752zvt,53e99796b7602d9701f62afe,rejected,I did not like it,53f46e27dabfaee02adb3850
P353ejb093zly,53e9979bb7602d9701f635bd,accepted,Perfection,53f556c3dabfaea7cd1d786a
S500pdq762ldy,53e9979bb7602d9701f640ee,rejected,It was a waste of time,53f4d213dabfaeedd477fe30
G024bsj973fiz,53e9979bb7602d9701f644c7,rejected,Awful,56017df245cedb3395e6453f
K919doo493bpt,53e9979bb7602d9701f643ca,rejected,It was a waste of time,54350de5dabfaebba589705e
U683skq786dkr,53e9979bb7602d9701f65474,accepted,I recommend reading it,53f45c3edabfaee02ad6e3c8
V900hpk513wyr,53e9979bb7602d9701f65ad5,accepted,I recommend reading it,53f469efdabfaedf43654032
Y296nis941pzu,53e9979bb7602d9701f65ad6,accepted,I was blown away by this paper,53f4355bdabfaedce5526123
L167uxj100zun,53e9979bb7602d9701f656fe,accepted,I recommend reading it,54865672dabfae8a11fb31aa
Q914wfx805rur,53e9979bb7602d9701f65d6d,accepted,Perfection,53f563fcdabfae5f61f80485
L916fql222tyf,53e9979bb7602d9701f65d13,accepted,It is well worth reading,53f35d31dabfae4b34976dd9
O144aen314knp,53e9979bb7602d9701f66076,accepted,It is well worth reading,53f4547bdabfaeecd69e41be
N500wng096wqp,53e9979bb7602d9701f66837,accepted,Perfection,53f354dddabfae4b34958388
O666hdg337sjy,53e9979bb7602d9701f67207,accepted,A brilliantly researched piece of work,53f8016edabfae92b40fee4a
T988yrz475zhh,53e9979bb7602d9701f67462,accepted,A brilliantly researched piece of work,53f44cdbdabfaec09f1e2603
Y342nou034atj,53e9979bb7602d9701f67463,accepted,Perfection,543293e3dabfaeb4c6a8f73d
J817qvq761siv,53e9979bb7602d9701f67b34,rejected,I do not recommend reading it,53f4324bdabfaec22ba56f55
C608lco981npf,53e9979bb7602d9701f67b35,accepted,Perfection,53f48dc8dabfaea7cd1d4507
K834ntx686muo,53e9979bb7602d9701f67b36,accepted,It is well worth reading,56017c7945cedb3395e6287f
N805lfv190dxu,53e9979bb7602d9701f67bb3,accepted,I was blown away by this paper,53f43896dabfaefedbadd54b
A049dqh757eif,53e9979bb7602d9701f67bd5,rejected,Awful,53f42fdddabfaee0d9b1c305
Y573ejl100wge,53e9979bb7602d9701f682ed,accepted,I recommend reading it,53f43aeedabfaeecd698ad4f
L333xgz048nmh,53e9979bb7602d9701f6875b,accepted,I recommend reading it,53f46189dabfaedd74e56190
W267cou844wwe,53e9979eb7602d9701f6a48a,accepted,I recommend reading it,53f4500ddabfaedf435f26b6
E524atk185ctu,53e9979eb7602d9701f6a939,rejected,I did not like it,53f43726dabfaeb2ac059997
Z278efs822zpf,53e9979eb7602d9701f6b219,accepted,A brilliantly researched piece of work,53f45d2bdabfaedd74e46ba6
O303wog026cmu,53e9979eb7602d9701f6bbc1,accepted,A brilliantly researched piece of work,54340577dabfaeb4c6ad9e62
K102yyx646dyx,53e9979eb7602d9701f6d093,rejected,It was a waste of time,53f45b3bdabfaee0d9c0615f
J917fzp988nal,53e9979eb7602d9701f6d094,rejected,I did not like it,53f48d17dabfaea7cd1d1306
M616afm673zel,53e9979eb7602d9701f6db07,rejected,I do not recommend reading it,5601868045cedb3395e67768
Y530zjd806ktc,53e9979eb7602d9701f6e8c5,accepted,It is well worth reading,54328ca8dabfaeb4c6a8c4c3
D334hqj310fbs,53e9979fb7602d9701f6f4f5,accepted,Perfection,53f35233dabfae4b3494cf69
G315pys681wkp,53e9979fb7602d9701f6f4f4,rejected,Awful,53f430d3dabfaeb1a7bb6d9f
Q836nky812jsd,53e9979fb7602d9701f6fc09,accepted,I was blown away by this paper,53f43b2ddabfaedf435adc54
R155bhy353srj,53e9979fb7602d9701f70a6f,accepted,I was blown away by this paper,53f43428dabfaee2a1cd0d21
L771fej634hzi,53e9979fb7602d9701f70e11,accepted,Perfection,53f42f79dabfaec09f12ef47
O477trw638nhw,53e997a2b7602d9701f720ab,accepted,Perfection,53f42e45dabfaedf4352266a
L962qhc194dwd,53e997a2b7602d9701f7216c,rejected,I do not recommend reading it,53f45163dabfaee4dc7fdf62
I685ogt173txb,53e997a2b7602d9701f72ac8,accepted,I recommend reading it,53f43891dabfaec09f1917ca
A487mmj114tip,53e997a2b7602d9701f7361f,accepted,A brilliantly researched piece of work,53f47fb6dabfaee4dc8ad09f
A161bag242mwp,53e997a2b7602d9701f73e75,accepted,It is well worth reading,5440e6bfdabfae7d84bc6964
A173hhm477hcx,53e997a2b7602d9701f73e79,rejected,Awful,53f46a30dabfaeb22f54d71b
P325jnx977nbk,53e997a2b7602d9701f73ec7,accepted,I was blown away by this paper,53f46d56dabfaee4dc869c7d
M786elv778jzu,53e997a2b7602d9701f73ff9,accepted,It is well worth reading,53f4b34bdabfaedce5647609
L962mfl282qbc,53e997a2b7602d9701f740bb,accepted,Perfection,53f45421dabfaedd74e25180
X094yig569kha,53e997a2b7602d9701f74c40,accepted,Perfection,53f45fe9dabfaefedbb7094b
A699aip074jku,53e997a2b7602d9701f74c80,accepted,Perfection,53f43b0fdabfaee0d9b91e32
V641txi662ekc,53e997a2b7602d9701f759e6,accepted,Perfection,560186dd45cedb3395e68a03
A698fyz545mgf,53e997a2b7602d9701f75b6e,rejected,I do not recommend reading it,53f47172dabfaedd74e95290
Z812zaq057xfu,53e997a2b7602d9701f76775,accepted,It is well worth reading,53f44369dabfaeb2ac08ed5b
Z994tta328hpf,53e997a2b7602d9701f770c3,accepted,I recommend reading it,53f463f1dabfaedd74e6008a
Z577xho095nia,53e997a2b7602d9701f782d0,rejected,I do not recommend reading it,53f435a9dabfaeb1a7bedc57
O997psi951tyn,53e997a2b7602d9701f782d2,accepted,It is well worth reading,53f45122dabfaee43eca82b2
V869jcs161krn,53e997a6b7602d9701f78b15,accepted,A brilliantly researched piece of work,53f44656dabfaee02ad1898a
U321oqs646ave,53e997a6b7602d9701f791b9,accepted,I was blown away by this paper,5410b328dabfae44f08d29cd
C558icc354aqv,53e997a6b7602d9701f79778,accepted,It is well worth reading,540878bddabfae450f41dcc0
T788xkl302kdf,53e997a6b7602d9701f79aea,accepted,I recommend reading it,56017e4d45cedb3395e64c3b
R539dmf018srd,53e997a6b7602d9701f7a7a6,accepted,I was blown away by this paper,54335435dabfaeb4c6ab65cf
Z699uvw505emm,53e997a6b7602d9701f7a7a5,rejected,I do not recommend reading it,53f43a1cdabfaeecd6981527
V163zoz552gag,53e997a6b7602d9701f7b545,accepted,A brilliantly researched piece of work,53f4736fdabfaefedbba2349
X110lec672woa,53e997a6b7602d9701f7bc2d,accepted,It is well worth reading,53f4347cdabfaeecd694d50a
E168ibi073nxy,53e997a6b7602d9701f7bc2e,rejected,Awful,5601870f45cedb3395e692eb
Z381hgy979tre,53e997a6b7602d9701f7bc2f,accepted,I recommend reading it,53f42c0cdabfaee02ac4cbf4
S101ian892kzs,53e997a6b7602d9701f7b766,accepted,A brilliantly researched piece of work,53f433a6dabfaeb22f4563c1
U493mul138fmu,53e997a6b7602d9701f7c68e,accepted,Perfection,53f46742dabfaee4dc851a90
F672mkw622fuu,53e99785b7602d9701f43edd,accepted,I recommend reading it,53f43a2fdabfaee43ec53457
V796rri372kmk,53e9978ab7602d9701f4575f,accepted,Perfection,53f43b3edabfaee4dc7b1aa1
P432ukj101wfh,53e9978ab7602d9701f45778,accepted,Perfection,542cc8fedabfae4b91c26745
V481oiq961zkt,53e9978ab7602d9701f4609f,accepted,I recommend reading it,53f36395dabfae4b34990c94
M589dpw070eax,53e9978ab7602d9701f460e4,accepted,A brilliantly researched piece of work,5486e39bdabfae9b401340cd
U695xwz553ovr,53e9978ab7602d9701f482a2,accepted,I recommend reading it,53f37ae8dabfae4b349e2289
B240foy499plv,53e9978ab7602d9701f4a0be,rejected,"The topic is dealt with superficially, I was expecting something more",53f44666dabfaee2a1d34391
L362ufd073iil,53e9978ab7602d9701f4a036,rejected,"The topic is dealt with superficially, I was expecting something more",53f42dd5dabfaedce54cb16e
V502akm925qsp,53e9978ab7602d9701f4b050,accepted,It is well worth reading,53f43557dabfaedce5525f12
S588zlr808zan,53e9978ab7602d9701f4c4a0,accepted,I was blown away by this paper,53f4d572dabfaeedd27837e1
U497aep661xdg,53e9978db7602d9701f4d1bb,accepted,I recommend reading it,5447e863dabfae87b7dab2cc
O990vqu490kfe,53e9978db7602d9701f5187a,accepted,Perfection,5448b55bdabfae87b7e68206
M772ljc922eho,53e9978eb7602d9701f52d19,accepted,It is well worth reading,5440c329dabfae805a6f318d
W966vug186bbw,53e9978eb7602d9701f531d6,rejected,I did not like it,53f79d46dabfae92b40cd9e3
K471ceq066gzt,53e9978eb7602d9701f52f11,accepted,I was blown away by this paper,53f43adddabfaeb22f49c175
J869pcx008rnk,53e99792b7602d9701f54614,accepted,It is well worth reading,543549cddabfaebba58bf1b4
R379uxb896fwf,53e99792b7602d9701f54616,accepted,I was blown away by this paper,53f46545dabfaeee22a4f6b7
O322suk060euo,53e99792b7602d9701f547c6,rejected,I do not recommend reading it,5448a3c8dabfae87b7e560cf
R638fuh376seg,53e99792b7602d9701f5689e,accepted,It is well worth reading,53f4b184dabfaeb22f576783
R609hca976mvg,53e99792b7602d9701f58609,accepted,I was blown away by this paper,53f44585dabfaeecd69a9430
X332zeu595qsr,53e99796b7602d9701f5c826,rejected,I did not like it,53f42f23dabfaeb2ac000431
X965tsi944icj,53e99796b7602d9701f5d369,accepted,I was blown away by this paper,5440f831dabfae805a713a58
Q833lds920hjl,53e99796b7602d9701f5ff2d,accepted,I was blown away by this paper,53f452b1dabfaefedbb4311b
X581ccg466jgg,53e99796b7602d9701f6011a,accepted,It is well worth reading,53f432a6dabfaee4dc75c7d2
D899jfb503fie,53e99796b7602d9701f602a4,accepted,It is well worth reading,53f44b9cdabfaedd74e03ac9
U702ntk977tde,53e99796b7602d9701f60958,accepted,A brilliantly researched piece of work,53f42f48dabfaedd74d4ef95
R552rzi244tqr,53e99796b7602d9701f611b7,accepted,A brilliantly researched piece of work,53f437f8dabfaedf4358e233
D358odi864snj,53e99796b7602d9701f60f69,accepted,It is well worth reading,53f4378adabfaec09f1875b1
A369skd725bwz,53e99796b7602d9701f618ee,accepted,It is well worth reading,53f4c706dabfaee57e77ba87
U102gqd240cfl,53e9979bb7602d9701f62bf9,accepted,It is well worth reading,5447fcc4dabfae87b7dbc2ff
H091tzg321vpn,53e9979bb7602d9701f64055,accepted,I recommend reading it,53f4492adabfaec09f1d4252
H160laa059usi,53e9979bb7602d9701f63b93,accepted,I recommend reading it,53f4cb7cdabfaee5797815b6
Z805hmd787nez,53e9979bb7602d9701f655c3,accepted,It is well worth reading,53f446d7dabfaedf435ce0ac
A734tge836bag,53e9979bb7602d9701f66d52,accepted,A brilliantly researched piece of work,53f43235dabfaee1c0a7234a
C311tfv615ais,53e9979bb7602d9701f66db9,accepted,Perfection,53f37bdddabfae4b349e52f9
K763yyz985zog,53e9979bb7602d9701f6750c,accepted,Perfection,5602772945cedb3395fa9147
U358ybi370oji,53e9979bb7602d9701f67b37,rejected,Awful,548988addabfaed7b5fa3cbc
X246dat374slq,53e9979bb7602d9701f67b38,accepted,Perfection,53f42bebdabfaee02ac4ac45
Z573qgf835oug,53e9979bb7602d9701f688aa,accepted,I recommend reading it,562fe50445cedb339984c4f8
Y005rgr252xya,53e9979bb7602d9701f68a3d,accepted,It is well worth reading,53f44d7fdabfaedd74e0aed3
R523hgs015uya,53e9979bb7602d9701f68be1,accepted,A brilliantly researched piece of work,53f46246dabfaeb22f52bf82
K320vkq018kmx,53e9979bb7602d9701f68be2,accepted,A brilliantly researched piece of work,53f44d67dabfaee43ec99806
Z935sze894gjp,53e9979bb7602d9701f69c61,accepted,I was blown away by this paper,53f42f51dabfaeb2ac002855
C923cuq876ehy,53e9979bb7602d9701f697e3,accepted,A brilliantly researched piece of work,53f44be8dabfaee0d9bca170
F719hkc736wgl,53e9979eb7602d9701f6a941,accepted,It is well worth reading,53f44d63dabfaee4dc7ed675
S968owd542dlo,53e9979eb7602d9701f6a945,accepted,I recommend reading it,53f43291dabfaee0d9b3eb7b
L465gnh278lcw,53e9979eb7602d9701f6aeee,accepted,I was blown away by this paper,53f444cadabfaeee229f17c9
C079zwj929kwu,53e9979eb7602d9701f6b207,accepted,A brilliantly researched piece of work,53f43478dabfaec22ba6f1c2
M732icc712xgp,53e9979eb7602d9701f6c44d,accepted,A brilliantly researched piece of work,53f3750ddabfae4b349cdecd
I424bgd998glu,53e9979eb7602d9701f6ca77,rejected,It was a waste of time,5601885745cedb3395e6c01c
J138rit102hsj,53e9979eb7602d9701f6e8b0,accepted,A brilliantly researched piece of work,548edc75dabfaef989f096d7
U657elc038fjp,53e9979fb7602d9701f6f42f,accepted,A brilliantly researched piece of work,560186ec45cedb3395e68ca3
K678kzf784vco,53e9979fb7602d9701f704b4,accepted,Perfection,53f465a9dabfaeb1a7c8a305
X859iyz786sdy,53e9979fb7602d9701f70a70,accepted,Perfection,53f39177dabfae4b34a5799e
M622syk159onn,53e9979fb7602d9701f70a72,accepted,I recommend reading it,53f449a5dabfaeee22a04565
E750tzx389vgq,53e9979fb7602d9701f70e2e,accepted,I was blown away by this paper,5601871445cedb3395e693fa
Q062udt241iqy,53e9979fb7602d9701f71574,accepted,It is well worth reading,540574c2dabfae8faa5d37e7
W262idq392arq,53e997a2b7602d9701f73620,accepted,Perfection,548456c2dabfaed7b5fa19be
O659dnk550fqj,53e997a2b7602d9701f7324b,accepted,I was blown away by this paper,5601867e45cedb3395e676ec
U399rsk040zva,53e997a2b7602d9701f73851,accepted,I was blown away by this paper,53f43e1cdabfaeecd69972fe
I756lct480cfe,53e997a2b7602d9701f73e7d,accepted,I was blown away by this paper,53f43335dabfaee0d9b454cd
K701cfw875bxq,53e997a2b7602d9701f73f68,accepted,I recommend reading it,53f4678adabfaee43ecfb0d2
V540fif274mdx,53e997a2b7602d9701f74c1e,rejected,I did not like it,548cdbc9dabfae9b4013553b
D907qnd921qss,53e997a2b7602d9701f75a24,accepted,A brilliantly researched piece of work,53f47558dabfaee4dc889a46
F682jdo600ecr,53e997a2b7602d9701f767d2,accepted,I was blown away by this paper,53f43917dabfaee4dc79cb5c
G608mfx076izr,53e997a2b7602d9701f767fa,accepted,It is well worth reading,5601776045cedb3395e5c53e
R460pem991fcu,53e997a2b7602d9701f770c4,accepted,It is well worth reading,53f5574edabfae3106f8045b
G760vpp992dhf,53e997a2b7602d9701f77b31,accepted,A brilliantly researched piece of work,53f44ba4dabfaedf435e1b59
G774qgu419nmm,53e997a2b7602d9701f782d4,accepted,I recommend reading it,53f4426edabfaedd74de0b19
L195xzh074axq,53e997a2b7602d9701f78691,accepted,I recommend reading it,5601865445cedb3395e66c95
W296drr212gkk,53e997a6b7602d9701f78ac6,accepted,A brilliantly researched piece of work,53f43b0edabfaeecd698c431
A815zcl686lra,53e997a6b7602d9701f791bb,accepted,I was blown away by this paper,53f37916dabfae4b349dbed0
I106yyo565vhb,53e997a6b7602d9701f78b54,accepted,I was blown away by this paper,53f46729dabfaec09f242bc7
S742hpb433kdj,53e997a6b7602d9701f791cd,accepted,A brilliantly researched piece of work,56017b7345cedb3395e60ffa
P699lfs749qdt,53e997a6b7602d9701f79670,accepted,A brilliantly researched piece of work,53f42e95dabfaedf43526233
E172jfn429ojj,53e997a6b7602d9701f7966d,accepted,It is well worth reading,53f438a8dabfaedf4359518d
M119ewx459let,53e997a6b7602d9701f7968d,accepted,Perfection,53f42fd6dabfaedf43535747
Q268omd670ggd,53e997a6b7602d9701f79901,rejected,"The topic is dealt with superficially, I was expecting something more",53f45840dabfaee1c0b34b4c
K377cwa360zpx,53e997a6b7602d9701f79acd,rejected,I did not like it,53f42cd8dabfaee1c0a2bb2a
R322nzu348ilb,53e997a6b7602d9701f7a7e3,accepted,I recommend reading it,56017c8b45cedb3395e6299a
J650jdj112xev,53e997a6b7602d9701f7b111,accepted,I was blown away by this paper,53f457a3dabfaedf4361053d
B883ikd909how,53e997a6b7602d9701f7d1fb,accepted,I was blown away by this paper,53f4d5b4dabfaeedcf7831c4
S985pmb236itd,53e99784b7602d9701f3f6d8,accepted,It is well worth reading,53f4646ddabfaec09f237c76
G546mdx353sma,53e99785b7602d9701f418bf,accepted,It is well worth reading,53f4cbfcdabfaeebdef805ef
Y479jyb613eot,53e99785b7602d9701f418c0,accepted,A brilliantly researched piece of work,53f448ebdabfaeb22f4ca5e4
M323ixo535hbd,53e99785b7602d9701f418d4,accepted,A brilliantly researched piece of work,53f32258dabfae9a8445d62a
Y241owd346abu,53e99785b7602d9701f41547,accepted,It is well worth reading,53f43a21dabfaee4dc7a5204
P155wdk191cyr,53e99785b7602d9701f41585,rejected,"The topic is dealt with superficially, I was expecting something more",548a2829dabfae9b40134f10
G108geh833oqj,53e99785b7602d9701f4287d,rejected,Awful,560176ff45cedb3395e5bc6b
T971pde389nkb,53e99785b7602d9701f4277b,accepted,I recommend reading it,544837b8dabfae87b7dea785
J603pqp189vwl,53e99785b7602d9701f42c72,accepted,I was blown away by this paper,53f42dd2dabfaee1c0a395de
T361ssg614lvf,53e99785b7602d9701f42c79,accepted,It is well worth reading,53f438a7dabfaedce554434c
X078hkx430plk,53e99785b7602d9701f43eb5,accepted,I recommend reading it,54861141dabfae8a11fb2f61
I126kvn996grw,53e99785b7602d9701f43eb8,rejected,"The topic is dealt with superficially, I was expecting something more",5601874545cedb3395e69b61
A088dyb180ozw,53e9978ab7602d9701f457e7,accepted,A brilliantly researched piece of work,53f7f1dddabfae92b40f6c89
W647nla245mem,53e9978ab7602d9701f457ea,accepted,A brilliantly researched piece of work,53f45a34dabfaeecd69f94bf
C387fpo784ddd,53e9978ab7602d9701f45ac2,accepted,A brilliantly researched piece of work,5408bc7cdabfae44f0881671
V968khi134kjr,53e9978ab7602d9701f47d9f,rejected,"The topic is dealt with superficially, I was expecting something more",53f4b949dabfaed83877b406
O107psc414wsj,53e9978ab7602d9701f47e85,accepted,It is well worth reading,5432963ddabfaeb4c6a905ee
T300xdx303goo,53e9978ab7602d9701f4aff0,accepted,Perfection,54409cf9dabfae805a6de166
E431zei936hds,53e9978ab7602d9701f4cb44,accepted,Perfection,53f453b2dabfaec22bafbab0
D971nyx421nax,53e9978ab7602d9701f4cb89,accepted,A brilliantly researched piece of work,53f395fadabfae4b34a725fc
Z100ith308qap,53e9978db7602d9701f4d1a9,accepted,It is well worth reading,56017c0f45cedb3395e61f4e
R908nax515uac,53e9978db7602d9701f4ce4f,rejected,"The topic is dealt with superficially, I was expecting something more",53f31b0bdabfae9a84434c38
Z548zhp840eys,53e9978db7602d9701f51f10,rejected,I do not recommend reading it,53f557d0dabfae359cf8045b
L659mrf352fcg,53e9978eb7602d9701f52d24,accepted,I was blown away by this paper,5406eddbdabfae450f3f750a
D663uqg011kgt,53e99792b7602d9701f547c1,accepted,A brilliantly researched piece of work,54342011dabfaebba5844708
E168bxw297dia,53e99792b7602d9701f54b97,accepted,Perfection,53f43415dabfaee43ec18eea
D865qdw801qwl,53e99792b7602d9701f5811d,accepted,Perfection,53f44392dabfaefedbb0a255
J268rhh947iit,53e99792b7602d9701f58254,rejected,I do not recommend reading it,53f43a6cdabfaee0d9b8aa0c
S542iov310ulx,53e99792b7602d9701f58aa8,accepted,I recommend reading it,53f46b65dabfaeee22a664ea
J654nug731jdg,53e99792b7602d9701f5a9d4,accepted,It is well worth reading,53f4bc70dabfaeda9a77b434
H887qaj790jcu,53e99792b7602d9701f5a9e5,accepted,I was blown away by this paper,53f46bd4dabfaeb22f553e0c
T798kim260onf,53e99796b7602d9701f5e6eb,accepted,I recommend reading it,53f43827dabfaee02acda81d
R207qft022pnl,53e99796b7602d9701f5f235,accepted,It is well worth reading,53f48ccadabfaea7cd1d02a8
I280xli530lzh,53e99796b7602d9701f5fde7,accepted,Perfection,548a62d3dabfae8a11fb49e2
I901qej782lnm,53e99796b7602d9701f5f97e,accepted,I recommend reading it,53f45ed5dabfaee02ad774e1
Z380uhl103hao,53e99796b7602d9701f5f651,accepted,Perfection,53f46646dabfaee2a1dae27f
K939sop975mrh,53e99796b7602d9701f5fa50,accepted,Perfection,53f46535dabfaedf436414d4
I533juv432oet,53e99796b7602d9701f6011b,accepted,Perfection,53f43a21dabfaee4dc7a5204
U127kax555cen,53e99796b7602d9701f611b5,accepted,It is well worth reading,56018a5045cedb3395e6d30d
A009mzk027vyf,53e99796b7602d9701f60de5,accepted,I was blown away by this paper,53f43b17dabfaee43ec5da7a
Y977xiq038zsl,53e99796b7602d9701f61357,accepted,Perfection,53f42f8cdabfaec22ba3386c
Q195spd561oim,53e99796b7602d9701f61365,accepted,I recommend reading it,548edc75dabfaef989f096d7
M858tir631sja,53e99796b7602d9701f62320,accepted,I recommend reading it,53f43a0edabfaec22baa2d20
I956ywc785sza,53e9979bb7602d9701f6317a,accepted,Perfection,53f4607edabfaec09f228dcf
E596rzo135hrr,53e9979bb7602d9701f63191,accepted,Perfection,53f42cbedabfaeb1a7b818e9
B163efr660fcg,53e9979bb7602d9701f63193,accepted,It is well worth reading,53f43a1edabfaec22baa37a5
K261dwr107arf,53e99796b7602d9701f62ada,accepted,Perfection,53f3a9c5dabfae4b34aef8a8
C777xlg873eii,53e99796b7602d9701f627a7,accepted,A brilliantly researched piece of work,5487432adabfae9b40134475
G619lkq541ree,53e9979bb7602d9701f64415,accepted,I recommend reading it,560186f545cedb3395e68da4
E366jts790vmo,53e9979bb7602d9701f6405d,accepted,It is well worth reading,53f43132dabfaedf43546e48
F652jwx724ucz,53e9979bb7602d9701f645e5,accepted,I recommend reading it,53f42fcbdabfaedce54e3c72
H395wcv162zji,53e9979bb7602d9701f64c1f,accepted,I recommend reading it,53f37b84dabfae4b349e3f15
C428ulo621zzc,53e9979bb7602d9701f65496,accepted,It is well worth reading,53f4727cdabfaee4dc87e116
D887srz263svn,53e9979bb7602d9701f655c4,rejected,It was a waste of time,53f48ca2dabfaea7cd1cf84b
W251dxo208brr,53e9979bb7602d9701f65ad7,accepted,I was blown away by this paper,53f42765dabfaec09f0d8541
Z282ykd640zio,53e9979bb7602d9701f66849,accepted,It is well worth reading,53f4c792dabfaee57c77c396
K212lay095wmt,53e9979bb7602d9701f66fbe,accepted,A brilliantly researched piece of work,53f4371cdabfaedce553581a
K078rbq566rtj,53e9979bb7602d9701f67000,accepted,Perfection,53f43a7ddabfaee0d9b8b3b6
