id,title,year,type,publication
53e99796b7602d9701f5f23a,Flattening Trees,1998,Poster,1
53e99796b7602d9701f5fde5,Identity 9,1998,FullPaper,1
53e99796b7602d9701f5f646,Functional Networks,1998,Poster,1
53e99796b7602d9701f60962,Human Capital,1998,FullPaper,1
53e99796b7602d9701f60a69,Hybrid Completeness,1998,ShortPaper,1
53e99796b7602d9701f60ed2,HAM-ALC,1998,Poster,1
53e99796b7602d9701f613f0,Giga-Mining,1998,DemoPaper,0
53e99796b7602d9701f61b2d,Genome Halving,1998,FullPaper,1
53e99796b7602d9701f6166e,Generalization Lattices,1998,Poster,1
53e99796b7602d9701f61c5f,Geoffrey Hubbard,1998,Poster,1
53e99796b7602d9701f62400,Generic Saturation,1998,DemoPaper,0
53e99796b7602d9701f62353,Gezieltes Suchen,1998,Poster,1
53e9979bb7602d9701f630e0,"Iceclif, 1990",1998,DemoPaper,0
53e9979bb7602d9701f630e1,"Interruptions, 1968",1998,ShortPaper,1
53e9979bb7602d9701f630e7,IEEE 1335,1998,DemoPaper,0
53e99796b7602d9701f627a8,Graphics Remembrances,1998,ShortPaper,1
53e9979bb7602d9701f635b8,Dilbert University,1998,Poster,1
53e9979bb7602d9701f6439b,Evolutionary complexity,1998,ShortPaper,1
53e9979bb7602d9701f650c4,Discovering Explanations,1998,DemoPaper,0
53e9979bb7602d9701f650f0,Different eyes,1998,ShortPaper,1
53e9979bb7602d9701f65d0e,Digital Fukuwarai,1998,ShortPaper,1
53e9979bb7602d9701f66d7b,Dialgebraic Logics,1998,ShortPaper,1
53e9979bb7602d9701f66dc9,Distance Learning,1998,DemoPaper,0
53e9979bb7602d9701f66846,Defining Multimedia,1998,FullPaper,1
53e9979bb7602d9701f66881,Data Metrics,1998,FullPaper,1
53e9979bb7602d9701f66fc3,Data objects,1998,ShortPaper,1
53e9979bb7602d9701f67003,Digitales Objektidentifizierungssystem.,1998,FullPaper,1
53e9979bb7602d9701f675bd,Durfee Polynomials,1998,FullPaper,1
53e9979bb7602d9701f675c1,Double Plays.,1998,Poster,1
53e9979bb7602d9701f67487,Development Process,1998,DemoPaper,0
53e9979bb7602d9701f67b4f,Data security,1998,DemoPaper,0
53e9979bb7602d9701f682b7,Drummmm Roooooollllll,1998,ShortPaper,1
53e9979bb7602d9701f67c03,Digital signatures,1998,FullPaper,1
53e9979bb7602d9701f69017,Formalizing Dijkstra,1998,Poster,1
53e9979bb7602d9701f6938a,Farewell Editorial,1998,Poster,1
53e9979bb7602d9701f6991a,[Front cover],1998,DemoPaper,0
53e9979bb7602d9701f69598,Fieldbus basics,1998,Poster,1
53e9979bb7602d9701f69c76,Empty highway,1998,FullPaper,1
53e9979bb7602d9701f69c7a,Event horizon,1998,DemoPaper,0
53e9979bb7602d9701f697b9,Facilitating Communication,1998,DemoPaper,0
53e9979eb7602d9701f6aceb,Enterprise JavaBeans,1998,Poster,1
53e9979eb7602d9701f6adb7,Enabling Inferencing,1998,FullPaper,1
53e9979eb7602d9701f6b1e8,ESPRIT Projects,1998,DemoPaper,0
53e9979eb7602d9701f6b1eb,Editorial pointers,1998,Poster,1
53e9979eb7602d9701f6b98b,Embedded Opportunities,1998,ShortPaper,1
53e9979eb7602d9701f6bd2d,Editorial notes,1998,FullPaper,1
53e9979eb7602d9701f6bf08,Enterprise Modelling,1998,FullPaper,1
53e9979eb7602d9701f6ca67,Euclidean skeletons,1998,DemoPaper,0
53e9979eb7602d9701f6c451,Elastic time,1998,Poster,1
53e9979eb7602d9701f6c8e2,Electronic shopping,1998,DemoPaper,0
53e9979eb7602d9701f6c98f,EDI security,1998,DemoPaper,0
53e9979eb7602d9701f6d08b,Ecological robotics,1998,FullPaper,1
53e9979eb7602d9701f6d16d,Expressiveness Revisited,1998,ShortPaper,1
53e9979eb7602d9701f6d5fa,Circular Billiard.,1998,Poster,1
53e9979eb7602d9701f6db04,Computing Aethetics,1998,FullPaper,1
53e9979eb7602d9701f6dd66,Computer Algorithms.,1998,Poster,1
53e9979eb7602d9701f6e739,Date 98,1998,FullPaper,1
53e9979eb7602d9701f6e8bb,BeWare02: satellite,1998,Poster,1
53e9979fb7602d9701f6fa5d,Building OpenWorlds,1998,Poster,1
53e9979fb7602d9701f6fc00,Basis partitions,1998,DemoPaper,0
53e9979fb7602d9701f6fc01,Baxter permutations,1998,ShortPaper,1
53e9979fb7602d9701f6fc34,Book preview,1998,Poster,1
53e9979fb7602d9701f70159,Bjork - joga,1998,FullPaper,1
53e9979fb7602d9701f6fe10,Best Practices,1998,ShortPaper,1
53e9979fb7602d9701f70430,Bayesian MARS,1998,ShortPaper,1
53e9979fb7602d9701f70e0e,Barrier inference,1998,FullPaper,1
53e9979fb7602d9701f710e2,Bunkie & booboo,1998,Poster,1
53e997a2b7602d9701f71b78,Bipartite Designs,1998,ShortPaper,1
53e997a2b7602d9701f720e5,Defining configuring,1998,FullPaper,1
53e997a2b7602d9701f72f07,Constructive Z,1998,DemoPaper,0
53e997a2b7602d9701f7364b,Certifying Trust,1998,ShortPaper,1
53e997a2b7602d9701f734c6,Constraint updating,1998,Poster,1
53e997a2b7602d9701f73e9f,CR-structures,1998,Poster,1
53e997a2b7602d9701f73ff8,Console Server.,1998,DemoPaper,0
53e997a2b7602d9701f74c3a,Circular Reasoning,1998,Poster,1
53e997a2b7602d9701f74d3c,Contextual Reasoning,1998,DemoPaper,0
53e997a2b7602d9701f74ce5,Colorful reducts,1998,ShortPaper,1
53e997a2b7602d9701f74e00,Conference review,1998,FullPaper,1
53e997a2b7602d9701f755b5,"Eggy, 1990",1998,ShortPaper,1
53e997a2b7602d9701f75a1b,Computer Puppetry,1998,FullPaper,1
53e997a2b7602d9701f75a87,Conference preview,1998,FullPaper,1
53e997a2b7602d9701f75aa6,Cloison (partitions),1998,FullPaper,1
53e997a2b7602d9701f770d1,Crossing Numbers,1998,DemoPaper,0
53e997a2b7602d9701f77114,Combining Narratives,1998,FullPaper,1
53e997a2b7602d9701f776c8,Calendar Logic,1998,ShortPaper,1
53e997a2b7602d9701f77cf3,C++ Idioms,1998,FullPaper,1
53e997a2b7602d9701f77719,Causal Logic,1998,Poster,1
53e997a2b7602d9701f777a4,Canned Lightsources,1998,Poster,1
53e997a2b7602d9701f782c3,Conformant Graphplan,1998,Poster,1
53e997a6b7602d9701f796ce,Complete Computing,1998,ShortPaper,1
53e997a6b7602d9701f7968f,Catherine courier,1998,DemoPaper,0
53e997a6b7602d9701f79690,Clear cut,1998,ShortPaper,1
53e997a6b7602d9701f796d7,Computing Conspiracies,1998,ShortPaper,1
53e997a6b7602d9701f79ac5,Cerebral Cryptography,1998,ShortPaper,1
53e997a6b7602d9701f7aded,Charles Dills,1998,ShortPaper,1
53e997a6b7602d9701f7a7b8,Cache digests,1998,Poster,1
53e997a6b7602d9701f7b55b,Aperiodic Tiling,1998,FullPaper,1
53e997a6b7602d9701f7b562,Agent Trustworthiness,1998,ShortPaper,1
53e997a6b7602d9701f7b54d,Audio ticker,1998,ShortPaper,1
53e997a6b7602d9701f7bc9b,Artist space,1998,DemoPaper,0
53e997a6b7602d9701f7b6f1,Approximating Traces,1998,ShortPaper,1
53e997a6b7602d9701f7cf8b,CADE'99,1998,DemoPaper,0
53e997a6b7602d9701f7cfdb,Assignment: Worklife,1998,Poster,1
53e997a6b7602d9701f7ce91,Communities 3000,1998,Poster,1
53e99784b7602d9701f3f62c,Freedom,1999,ShortPaper,1
53e99784b7602d9701f3f733,Fishing,1999,Poster,1
53e99784b7602d9701f3f734,Frankenskippy,1999,ShortPaper,1
53e99785b7602d9701f40558,Ghostcatching,1999,Poster,1
53e99785b7602d9701f4055b,Gaia,1999,FullPaper,1
53e99785b7602d9701f41498,Division,1999,Poster,1
53e99785b7602d9701f4155a,Derivability,1999,ShortPaper,1
53e99785b7602d9701f42796,Elytre,1999,Poster,1
53e99785b7602d9701f42797,Exotica,1999,FullPaper,1
53e99785b7602d9701f42930,ELAN,1999,DemoPaper,0
53e99785b7602d9701f42961,Es98,1999,DemoPaper,0
53e99785b7602d9701f43eca,Buddies,1999,DemoPaper,0
53e99785b7602d9701f43ec6,Bunny,1999,ShortPaper,1
53e99785b7602d9701f43ec7,Bike,1999,ShortPaper,1
53e99785b7602d9701f43ec8,Boing,1999,DemoPaper,0
53e99785b7602d9701f43ec9,Brillia,1999,Poster,1
53e99785b7602d9701f43fe4,BizSim,1999,Poster,1
53e9978ab7602d9701f4579f,Concordia,1999,FullPaper,1
53e9978ab7602d9701f459bf,Clock,1999,ShortPaper,1
53e9978ab7602d9701f45769,Cospace,1999,ShortPaper,1
53e9978ab7602d9701f457a7,CrossTalk,1999,ShortPaper,1
53e9978ab7602d9701f457a8,Carousel,1999,ShortPaper,1
53e9978ab7602d9701f457a9,Chancy,1999,Poster,1
53e9978ab7602d9701f457aa,Cino,1999,FullPaper,1
53e9978ab7602d9701f45ba8,Committees,1999,ShortPaper,1
53e9978ab7602d9701f4609c,CICLOP,1999,DemoPaper,0
53e9978ab7602d9701f460e3,Calendar,1999,Poster,1
53e9978ab7602d9701f460ac,Cartoons,1999,DemoPaper,0
53e9978ab7602d9701f460ae,Cascade,1999,ShortPaper,1
53e9978ab7602d9701f460c1,CyberEurope,1999,FullPaper,1
53e9978ab7602d9701f4669a,CyberScams,1999,Poster,1
53e9978ab7602d9701f47d7b,APEmille,1999,Poster,1
53e9978ab7602d9701f47da0,Aggregation,1999,FullPaper,1
53e9978ab7602d9701f480b0,ABSTRACTS,1999,DemoPaper,0
53e9978ab7602d9701f48494,Ausblick,1999,FullPaper,1
53e9978ab7602d9701f47eca,Ariel,1999,DemoPaper,0
53e9978ab7602d9701f4a0bd,"NAOS",1999,ShortPaper,1
53e9978ab7602d9701f4a020,Nagasaki,1999,FullPaper,1
53e9978ab7602d9701f4a021,Nilaya,1999,Poster,1
53e9978ab7602d9701f4afe1,Only,1999,DemoPaper,0
53e9978ab7602d9701f4bc1b,Luminaries,1999,ShortPaper,1
53e9978ab7602d9701f4bca2,Luna,1999,FullPaper,1
53e9978ab7602d9701f4cb5b,MetaStream,1999,FullPaper,1
53e9978ab7602d9701f4cb5e,Mother,1999,Poster,1
53e9978ab7602d9701f4cb5f,Manxmas,1999,DemoPaper,0
53e9978ab7602d9701f4cb60,Masks,1999,Poster,1
53e9978ab7602d9701f4cb6b,Murmures,1999,Poster,1
53e9978ab7602d9701f4cb88,Microcaches,1999,Poster,1
53e9978db7602d9701f4cd04,Matrixexpoentialverteilungen,1999,Poster,1
53e9978db7602d9701f4d1a8,Mikrosystemtechnik.,1999,DemoPaper,0
53e9978db7602d9701f4d1b1,Mandelbaum,1999,Poster,1
53e9978db7602d9701f4e886,Jabberwocky,1999,DemoPaper,0
53e9978db7602d9701f4e887,Jitterbug,1999,Poster,1
53e9978db7602d9701f4eb3a,Kitan,1999,FullPaper,1
53e9978db7602d9701f4eb3b,KulaQuest,1999,ShortPaper,1
53e9978db7602d9701f4f82b,HOLCF=HOL+LCF,1999,FullPaper,1
53e9978db7602d9701f4f43a,Hollow,1999,DemoPaper,0
53e9978db7602d9701f50675,Interworking,1999,DemoPaper,0
53e9978db7602d9701f50654,Impel,1999,FullPaper,1
53e9978db7602d9701f50679,Intelligencer,1999,DemoPaper,0
53e9978db7602d9701f5121b,Informationen,1999,Poster,1
53e9978db7602d9701f51789,Wriggon,1999,ShortPaper,1
53e9978db7602d9701f5178b,Whirlygig,1999,FullPaper,1
53e9978db7602d9701f517f3,Welccome,1999,ShortPaper,1
53e9978db7602d9701f51eb6,Valley,1999,Poster,1
53e9978eb7602d9701f5289f,Underdetermination,1999,FullPaper,1
53e9978eb7602d9701f52d3a,Televisors,1999,Poster,1
53e9978eb7602d9701f52d3b,Tangled,1999,Poster,1
53e9978eb7602d9701f52d3c,Tightrope,1999,DemoPaper,0
53e9978eb7602d9701f52d3d,Tribu,1999,Poster,1
53e9978eb7602d9701f52d3e,Trophomotion,1999,FullPaper,1
53e9978eb7602d9701f52d3f,Trnava,1999,Poster,1
53e9978eb7602d9701f52949,Utopienah,1999,ShortPaper,1
53e9978eb7602d9701f52d61,TeleZone,1999,DemoPaper,0
53e99792b7602d9701f54652,SAMOS,1999,ShortPaper,1
53e99792b7602d9701f54bb9,Surfaquarium,1999,ShortPaper,1
53e99792b7602d9701f54bc7,Salomo,1999,DemoPaper,0
53e99792b7602d9701f54bca,Sphinx,1999,Poster,1
53e99792b7602d9701f54453,SPT901,1999,FullPaper,1
53e99792b7602d9701f54454,SUTURE,1999,ShortPaper,1
53e99792b7602d9701f54455,Sandland,1999,DemoPaper,0
53e99792b7602d9701f54456,Sheeps,1999,DemoPaper,0
53e99792b7602d9701f54457,ShutterBug,1999,Poster,1
53e99792b7602d9701f54458,Skydivers,1999,FullPaper,1
53e99792b7602d9701f54459,Slacker,1999,ShortPaper,1
53e99792b7602d9701f5445a,Sorb,1999,DemoPaper,0
53e99792b7602d9701f5445b,Supernova,1999,Poster,1
53e99792b7602d9701f54463,Spines,1999,DemoPaper,0
53e99792b7602d9701f568db,Retrenchment,1999,ShortPaper,1
53e99792b7602d9701f56998,Reminiscences,1999,ShortPaper,1
53e99792b7602d9701f569d5,REACH,1999,Poster,1
53e99792b7602d9701f56b1e,Referees,1999,FullPaper,1
53e99792b7602d9701f58119,PadGraph,1999,DemoPaper,0
53e99792b7602d9701f5826f,Podiumsdiskussionen.,1999,Poster,1
53e99792b7602d9701f5828b,Pardis,1999,ShortPaper,1
53e99796b7602d9701f5b981,"Foreva, tutoriel d'evaluation automatique des competences en sciences",1999,Poster,1
53e99796b7602d9701f5bf7e,98.9,1999,Poster,1
53e99796b7602d9701f5bf9a,98.4,1999,ShortPaper,1
53e99796b7602d9701f5bfa1,98.3,1999,FullPaper,1
53e99796b7602d9701f5bfae,98.13,1999,ShortPaper,1
53e99796b7602d9701f5c833,Ghost city,1999,ShortPaper,1
53e99796b7602d9701f5cc0a,Global DL,1999,DemoPaper,0
53e99796b7602d9701f5c919,Generalized Cohesiveness,1999,Poster,1
53e99796b7602d9701f5c5c6,FPGA Viruses,1999,DemoPaper,0
53e99796b7602d9701f5d68c,George Boolos,1999,DemoPaper,0
53e99796b7602d9701f5d69e,Generalized Blockmodeling,1999,Poster,1
53e99796b7602d9701f5d997,Front matter,1999,ShortPaper,1
53e99796b7602d9701f5d1b3,Gone fishin,1999,DemoPaper,0
53e99796b7602d9701f5d95a,Fava milagro,1999,Poster,1
53e99796b7602d9701f5ee1d,Film reviews,1999,FullPaper,1
53e99796b7602d9701f5e8d4,Fuzzy shadows,1999,ShortPaper,1
53e99796b7602d9701f5e8d5,Frisk spider,1999,ShortPaper,1
53e99796b7602d9701f5f68b,Filter Networks,1999,ShortPaper,1
53e99796b7602d9701f5ff30,Hypertext functionality,1999,FullPaper,1
53e99796b7602d9701f5f85e,Fourier Polygons,1999,ShortPaper,1
53e99796b7602d9701f602a6,Humpty Dumpty,1999,Poster,1
53e99796b7602d9701f6237f,Genuine sets,1999,Poster,1
53e9979bb7602d9701f630e2,Inbetween 1,1999,DemoPaper,0
53e9979bb7602d9701f630e3,Intersections #1,1999,ShortPaper,1
53e9979bb7602d9701f63189,DVD technology,1999,ShortPaper,1
53e9979bb7602d9701f631be,Discriminant Trees,1999,ShortPaper,1
53e99796b7602d9701f627a3,Genroku-Ryoran,1999,FullPaper,1
53e9979bb7602d9701f63a77,Exploring Assessment,1999,FullPaper,1
53e9979bb7602d9701f64041,Evian: babies,1999,ShortPaper,1
53e9979bb7602d9701f64056,Electronic books,1999,DemoPaper,0
53e9979bb7602d9701f64c33,En derive,1999,Poster,1
53e9979bb7602d9701f65181,Die Erstgeburt,1999,DemoPaper,0
53e9979bb7602d9701f6549d,Direction Diffusion,1999,DemoPaper,0
53e9979bb7602d9701f650e6,Discursive Evaluation,1999,FullPaper,1
53e9979bb7602d9701f6550c,Delegated Decryption,1999,Poster,1
53e9979bb7602d9701f65486,Desert dreams,1999,Poster,1
53e9979bb7602d9701f65499,Defining DVD,1999,ShortPaper,1
53e9979bb7602d9701f655d0,DNA discovery.,1999,FullPaper,1
53e9979bb7602d9701f65adb,Duplication grammars,1999,ShortPaper,1
53e9979bb7602d9701f65af5,Dragon gate,1999,Poster,1
53e9979bb7602d9701f65d3f,Direct feed,1999,Poster,1
53e9979bb7602d9701f66db6,Das Labyrinth,1999,DemoPaper,0
53e9979bb7602d9701f66fbf,Distributed objects,1999,FullPaper,1
53e9979bb7602d9701f671c7,Floating 1,1999,Poster,1
53e9979bb7602d9701f6746e,Differential profiling,1999,Poster,1
53e9979bb7602d9701f6746f,Dodge Perfection,1999,FullPaper,1
53e9979bb7602d9701f67484,Diagrammatic Proofs,1999,FullPaper,1
53e9979bb7602d9701f67b51,Diffraction shaders,1999,ShortPaper,1
53e9979bb7602d9701f67b52,Dr. Strangeheight,1999,Poster,1
53e9979bb7602d9701f6837b,Dynamic Recursion,1999,FullPaper,1
53e9979bb7602d9701f68753,Event Web,1999,FullPaper,1
53e9979bb7602d9701f68915,ENIGMA-UHR,1999,DemoPaper,0
53e9979bb7602d9701f68a3f,Economic Visions,1999,FullPaper,1
53e9979bb7602d9701f69075,Fuzzy diagnosis,1999,Poster,1
53e9979bb7602d9701f697b1,Fight club,1999,DemoPaper,0
53e9979bb7602d9701f697e7,Fairwall certification,1999,Poster,1
53e9979eb7602d9701f6a189,Education forum,1999,DemoPaper,0
53e9979eb7602d9701f6a655,Explanation Explained,1999,ShortPaper,1
53e9979eb7602d9701f6b1d3,Explosion potion,1999,FullPaper,1
53e9979eb7602d9701f6b1e6,Event Ports,1999,FullPaper,1
53e9979eb7602d9701f6b986,Empathy online,1999,ShortPaper,1
53e9979eb7602d9701f6bf0b,Everywhere Messaging,1999,ShortPaper,1
53e9979eb7602d9701f6c917,Editorial Scope,1999,FullPaper,1
53e9979eb7602d9701f6d6fb,Conversational biometrics,1999,Poster,1
53e9979eb7602d9701f6dae3,Calculating accumulations,1999,FullPaper,1
53e9979eb7602d9701f6e773,Biometrische Verfahren,1999,Poster,1
53e9979eb7602d9701f6e902,Body story,1999,Poster,1
53e9979fb7602d9701f6f77a,Broadband Networking,1999,FullPaper,1
53e9979fb7602d9701f6f370,Buekenhout unitals,1999,ShortPaper,1
53e9979fb7602d9701f6fa5e,Breaking objects,1999,ShortPaper,1
53e9979fb7602d9701f6f476,Bayesian Transduction,1999,DemoPaper,0
53e9979fb7602d9701f6fc04,Bayesian PCA,1999,Poster,1
53e9979fb7602d9701f7042b,Bimodal multicast,1999,FullPaper,1
53e997a2b7602d9701f71675,Blackboard Classroom,1999,DemoPaper,0
53e997a2b7602d9701f7179d,Believing Conjunctions,1999,FullPaper,1
53e9979fb7602d9701f70e12,Beyond Interfaces,1999,Poster,1
53e9979fb7602d9701f7155c,Biorthogonal coiflets,1999,DemoPaper,0
53e9979fb7602d9701f71576,Bookshelf communication,1999,DemoPaper,0
53e997a2b7602d9701f7222c,Dependent Coercions,1999,Poster,1
53e997a2b7602d9701f72331,Deductive Chauvinism,1999,ShortPaper,1
53e997a2b7602d9701f720be,Direct combination,1999,ShortPaper,1
53e997a2b7602d9701f720bf,Dualing cubes,1999,DemoPaper,0
53e997a2b7602d9701f729be,Discretion advised,1999,ShortPaper,1
53e997a2b7602d9701f729bf,Diluting ACID,1999,ShortPaper,1
53e997a2b7602d9701f72ac0,Data Accessor,1999,ShortPaper,1
53e997a2b7602d9701f72ac3,Dynamic Agents,1999,FullPaper,1
53e997a2b7602d9701f73646,Crystallographic threading.,1999,FullPaper,1
53e997a2b7602d9701f73e9b,Censor-sheep,1999,ShortPaper,1
53e997a2b7602d9701f73ec5,Cyclic Scheduling,1999,Poster,1
53e997a2b7602d9701f73ecc,Colonial Systems,1999,Poster,1
53e997a2b7602d9701f73f35,Coercive Subtyping,1999,FullPaper,1
53e997a2b7602d9701f73f3c,Closing session,1999,Poster,1
53e997a2b7602d9701f74c29,Chaos revenge,1999,FullPaper,1
53e997a2b7602d9701f74c43,Coevolutionary Robotics,1999,Poster,1
53e997a2b7602d9701f74cb5,Conference report.,1999,ShortPaper,1
53e997a2b7602d9701f74d83,Conference reports,1999,FullPaper,1
53e997a2b7602d9701f75607,Cyclic orders,1999,Poster,1
53e997a2b7602d9701f75087,Concluding remarks,1999,DemoPaper,0
53e997a2b7602d9701f75a68,Centered pyramids.,1999,ShortPaper,1
53e997a2b7602d9701f75d15,Contextos ponderados,1999,Poster,1
53e997a2b7602d9701f76787,Case #M1251,1999,Poster,1
53e997a2b7602d9701f76788,Counter machines,1999,FullPaper,1
53e997a2b7602d9701f770d7,Correction Networks,1999,Poster,1
53e997a2b7602d9701f776e1,Coalgebraic logic,1999,ShortPaper,1
53e997a2b7602d9701f77b3b,Computable invariance,1999,Poster,1
53e997a2b7602d9701f782d5,Cellular gravity,1999,ShortPaper,1
53e997a6b7602d9701f78c91,Caveat emptor,1999,Poster,1
53e997a6b7602d9701f78dba,Complementary Explanations,1999,FullPaper,1
53e997a6b7602d9701f78ace,Computational expressionism,1999,Poster,1
53e997a6b7602d9701f78ae0,Capturing Emergence,1999,DemoPaper,0
53e997a6b7602d9701f791c2,Converging flows,1999,FullPaper,1
53e997a6b7602d9701f79695,Chat circles,1999,Poster,1
53e997a6b7602d9701f7969a,Cognitive Classification,1999,FullPaper,1
53e997a6b7602d9701f796d8,Complicated Complementations,1999,FullPaper,1
53e997a6b7602d9701f79694,Connection caching,1999,ShortPaper,1
53e997a6b7602d9701f796c4,Conscious Conflict,1999,Poster,1
53e997a6b7602d9701f79ac2,Cycle Checker,1999,Poster,1
53e997a6b7602d9701f7a7f9,Caterpiller Distances,1999,DemoPaper,0
53e997a6b7602d9701f7a7b7,Contextual design,1999,ShortPaper,1
53e997a6b7602d9701f7a9b6,Conceptual design,1999,Poster,1
53e997a6b7602d9701f7b114,Balanced Allocations,1999,FullPaper,1
53e997a6b7602d9701f7b54e,Annotation technology,1999,Poster,1
53e997a6b7602d9701f7b559,Automata Theory,1999,Poster,1
53e997a6b7602d9701f7bc9d,Artist Space,1999,Poster,1
53e997a6b7602d9701f7bc5d,Active Storytelling,1999,FullPaper,1
53e997a6b7602d9701f7be56,Article Summaries,1999,Poster,1
53e997a6b7602d9701f7c6a8,Agentenbasierter Rentenhandel,1999,Poster,1
53e997a6b7602d9701f7c661,Action research,1999,ShortPaper,1
53e997a6b7602d9701f7c670,Amplifying Reality,1999,FullPaper,1
53e99784b7602d9701f3f0b9,7373170279850,2000,DemoPaper,0
53e99784b7602d9701f3f966,Feldbustechnik,2000,ShortPaper,1
53e99784b7602d9701f3f967,Forum98,2000,FullPaper,1
53e99784b7602d9701f3f61b,FLAVERS,2000,FullPaper,1
53e99784b7602d9701f3f644,Familyware,2000,DemoPaper,0
53e99785b7602d9701f406b3,Gaussianization,2000,FullPaper,1
53e99785b7602d9701f41487,DoME,2000,DemoPaper,0
53e99785b7602d9701f4279e,Escherization,2000,FullPaper,1
53e99785b7602d9701f4277c,Ewatch,2000,FullPaper,1
53e99785b7602d9701f42784,Endeavors,2000,ShortPaper,1
53e99785b7602d9701f442dc,Benelog,2000,ShortPaper,1
53e9978ab7602d9701f45756,Cartoon,2000,FullPaper,1
53e9978ab7602d9701f4577c,CodeSurfer,2000,DemoPaper,0
53e9978ab7602d9701f4592e,Cybergifts,2000,Poster,1
53e9978ab7602d9701f45898,Corrigendum.,2000,ShortPaper,1
53e9978ab7602d9701f4577d,Chimera,2000,DemoPaper,0
53e9978ab7602d9701f4756d,CORRESPONDENCE,2000,ShortPaper,1
53e9978ab7602d9701f47da1,ARC,2000,ShortPaper,1
53e9978ab7602d9701f47e72,AmericasPATH,2000,Poster,1
53e9978ab7602d9701f47d32,`Porngate'?,2000,DemoPaper,0
53e9978ab7602d9701f47d59,ArchStudio,2000,Poster,1
53e9978ab7602d9701f47d5a,Arabica,2000,DemoPaper,0
53e9978ab7602d9701f4895f,Appreciation,2000,FullPaper,1
53e9978ab7602d9701f4bc0d,Links.,2000,DemoPaper,0
53e9978ab7602d9701f4bc24,Localizer,2000,FullPaper,1
53e9978ab7602d9701f4bf05,Lookup,2000,Poster,1
53e9978ab7602d9701f4cb48,MetaH,2000,ShortPaper,1
53e9978ab7602d9701f4cb49,Maude,2000,ShortPaper,1
53e9978db7602d9701f4cccf,Medienkompetenz,2000,Poster,1
53e9978db7602d9701f4ccd1,Marketspace,2000,FullPaper,1
53e9978db7602d9701f4d188,Metacommand,2000,FullPaper,1
53e9978db7602d9701f4ce50,MIPS,2000,Poster,1
53e9978db7602d9701f4e8b2,Jahresberichte.,2000,Poster,1
53e9978db7602d9701f4ec39,Konvergenz,2000,ShortPaper,1
53e9978db7602d9701f4f832,Holzauge,2000,DemoPaper,0
53e9978db7602d9701f4f450,Hyperdatabases,2000,FullPaper,1
53e9978db7602d9701f5066c,Informationitis,2000,FullPaper,1
53e9978db7602d9701f50661,Internet,2000,FullPaper,1
53e9978db7602d9701f50f23,INSOMNIA:,2000,ShortPaper,1
53e9978db7602d9701f5177b,WebDAV,2000,Poster,1
53e9978db7602d9701f52020,Veranstaltungskalender,2000,ShortPaper,1
53e9978db7602d9701f5202d,Vertunnelung,2000,DemoPaper,0
53e9978eb7602d9701f52dfb,Teleteaching.,2000,FullPaper,1
53e99792b7602d9701f54612,SIGEST,2000,DemoPaper,0
53e99792b7602d9701f54756,Summaries,2000,DemoPaper,0
53e99792b7602d9701f54bc0,Standardisierungspolitik,2000,FullPaper,1
53e99792b7602d9701f54424,Specware,2000,Poster,1
53e99792b7602d9701f568e3,Refactoring,2000,DemoPaper,0
53e99792b7602d9701f58286,Perspective.,2000,Poster,1
53e99792b7602d9701f5a9d3,Zzzzzzzzzzzzzzzzzzzzzzzzzz,2000,DemoPaper,0
53e99792b7602d9701f5adad,YowAI,2000,DemoPaper,0
53e99792b7602d9701f5add5,Yellow,2000,FullPaper,1
53e99796b7602d9701f5b8ab,11Monkeys Description,2000,ShortPaper,1
53e99792b7602d9701f5b3f3,Invited Talk: Applying Category Theory to Derive Engineering Software from Encoded Knowledge,2000,ShortPaper,1
53e99796b7602d9701f5ba04,Development and validation of an instrument to evaluate the impact of information technology investments: a cross-country analysis,2000,FullPaper,1
53e99792b7602d9701f5b518,1999 referees,2000,ShortPaper,1
53e99796b7602d9701f5bbda,3-subdivision.,2000,DemoPaper,0
53e99796b7602d9701f5c142,Time-varying feedforward and output feedback controllers for nonlinear time-delay processes,2000,ShortPaper,1
53e99796b7602d9701f5c3c2,Animation 2000++,2000,FullPaper,1
53e99796b7602d9701f5c3c3,Applications 2000,2000,FullPaper,1
53e99796b7602d9701f5cf21,Guest Editorial,2000,FullPaper,1
53e99796b7602d9701f5cf24,Geometric Exemplars,2000,DemoPaper,0
53e99796b7602d9701f5d90e,Filtered Jitter,2000,ShortPaper,1
53e99796b7602d9701f5dd92,Fiat lux,2000,Poster,1
53e99796b7602d9701f5d95c,Fisheye menus,2000,FullPaper,1
53e99796b7602d9701f5df53,Fuzzy genomes.,2000,FullPaper,1
53e99796b7602d9701f5df58,Flexible Graphplan,2000,ShortPaper,1
53e99796b7602d9701f5e0da,Firewall Fundamentals,2000,DemoPaper,0
53e99796b7602d9701f5e8e1,Fitting Superellipses,2000,FullPaper,1
53e99796b7602d9701f5e8e7,Fehlertolerante Spracherkennung,2000,ShortPaper,1
53e99796b7602d9701f5ff31,Hallucinating Faces,2000,ShortPaper,1
53e99796b7602d9701f60deb,Hierarchical ARTMAP,2000,DemoPaper,0
53e99796b7602d9701f613e8,Group morphology,2000,Poster,1
53e99796b7602d9701f618d2,Guest Introduction,2000,FullPaper,1
53e99796b7602d9701f61b2b,Graphics Hardware,2000,ShortPaper,1
53e9979bb7602d9701f6317c,Documentation testing,2000,DemoPaper,0
